trade_id,timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance
75,2025-03-25T09:24:40Z,NVDA,BUY,4,106.0,106.1,0.4,10046.5
76,2025-03-25T09:25:00Z,TSLA,SELL,5,107.0,107.5,2.5,10049.0
77,2025-03-25T09:25:20Z,AMZN,BUY,2,108.0,108.1,0.2,10049.2
78,2025-03-25T09:25:40Z,GOOG,SELL,3,109.0,109.1,0.3,10049.5
79,2025-03-25T09:26:00Z,AAPL,BUY,4,110.0,110.5,2.0,10051.5
80,2025-03-25T09:26:20Z,MSFT,SELL,5,111.0,111.1,0.5,10052.0
81,2025-03-25T09:26:40Z,NVDA,BUY,2,112.0,111.7,-0.6,10051.4
82,2025-03-25T09:27:00Z,TSLA,SELL,3,113.0,113.5,1.5,10052.9
83,2025-03-25T09:27:20Z,AMZN,BUY,4,114.0,114.1,0.4,10053.3
84,2025-03-25T09:27:40Z,GOOG,SELL,5,115.0,115.1,0.5,10053.8
85,2025-03-25T09:28:00Z,AAPL,BUY,2,116.0,116.5,1.0,10054.8
86,2025-03-25T09:28:20Z,MSFT,SELL,3,100.0,99.7,-0.9,10053.9
87,2025-03-25T09:28:40Z,NVDA,BUY,4,101.0,101.1,0.4,10054.3
88,2025-03-25T09:29:00Z,TSLA,SELL,5,102.0,102.5,2.5,10056.8
89,2025-03-25T09:29:20Z,AMZN,BUY,2,103.0,103.1,0.2,10057.0
90,2025-03-25T09:29:40Z,GOOG,SELL,3,104.0,104.1,0.3,10057.3
91,2025-03-25T09:30:00Z,AAPL,BUY,4,105.0,105.5,2.0,10059.3
92,2025-03-25T09:30:20Z,MSFT,SELL,5,106.0,106.1,0.5,10059.8
93,2025-03-25T09:30:40Z,NVDA,BUY,2,107.0,107.1,0.2,10060.0
94,2025-03-25T09:31:00Z,TSLA,SELL,3,108.0,108.5,1.5,10061.5
95,2025-03-25T09:31:20Z,AMZN,BUY,4,109.0,109.1,0.4,10061.9
96,2025-03-25T09:31:40Z,GOOG,SELL,5,110.0,109.7,-1.5,10060.4
97,2025-03-25T09:32:00Z,AAPL,BUY,2,111.0,111.5,1.0,10061.4
98,2025-03-25T09:32:20Z,MSFT,SELL,3,112.0,112.1,0.3,10061.7
99,2025-03-25T09:32:40Z,NVDA,BUY,4,113.0,113.1,0.4,10062.1
100,2025-03-25T09:33:00Z,TSLA,SELL,5,114.0,114.5,2.5,10064.6
101,2025-03-25T09:33:20Z,AMZN,BUY,2,115.0,114.7,-0.6,10064.0
102,2025-03-25T09:33:40Z,GOOG,SELL,3,116.0,116.1,0.3,10064.3
103,2025-03-25T09:34:00Z,AAPL,BUY,4,100.0,100.5,2.0,10066.3
104,2025-03-25T09:34:20Z,MSFT,SELL,5,101.0,101.1,0.5,10066.8
105,2025-03-25T09:34:40Z,NVDA,BUY,2,102.0,102.1,0.2,10067.0
106,2025-03-25T09:35:00Z,TSLA,SELL,3,103.0,103.5,1.5,10068.5
107,2025-03-25T09:35:20Z,AMZN,BUY,4,104.0,104.1,0.4,10068.9
108,2025-03-25T09:35:40Z,GOOG,SELL,5,105.0,105.1,0.5,10069.4
109,2025-03-25T09:36:00Z,AAPL,BUY,2,106.0,106.5,1.0,10070.4
110,2025-03-25T09:36:20Z,MSFT,SELL,3,107.0,107.1,0.3,10070.7
111,2025-03-25T09:36:40Z,NVDA,BUY,4,108.0,107.7,-1.2,10069.5
112,2025-03-25T09:37:00Z,TSLA,SELL,5,109.0,109.5,2.5,10072.0
113,2025-03-25T09:37:20Z,AMZN,BUY,2,110.0,110.1,0.2,10072.2
114,2025-03-25T09:37:40Z,GOOG,SELL,3,111.0,111.1,0.3,10072.5
115,2025-03-25T09:38:00Z,AAPL,BUY,4,112.0,112.5,2.0,10074.5
116,2025-03-25T09:38:20Z,MSFT,SELL,5,113.0,112.7,-1.5,10073.0
117,2025-03-25T09:38:40Z,NVDA,BUY,2,114.0,114.1,0.2,10073.2
118,2025-03-25T09:39:00Z,TSLA,SELL,3,115.0,115.5,1.5,10074.7
119,2025-03-25T09:39:20Z,AMZN,BUY,4,116.0,116.1,0.4,10075.1
120,2025-03-25T09:39:40Z,GOOG,SELL,5,100.0,100.1,0.5,10075.6
121,2025-03-25T09:40:00Z,AAPL,BUY,2,101.0,101.5,1.0,10076.6
122,2025-03-25T09:40:20Z,MSFT,SELL,3,102.0,102.1,0.3,10076.9
123,2025-03-25T09:40:40Z,NVDA,BUY,4,103.0,103.1,0.4,10077.3
124,2025-03-25T09:41:00Z,TSLA,SELL,5,104.0,104.5,2.5,10079.8
125,2025-03-25T09:41:20Z,AMZN,BUY,2,105.0,105.1,0.2,10080.0
126,2025-03-25T09:41:40Z,GOOG,SELL,3,106.0,105.7,-0.9,10079.1
127,2025-03-25T09:42:00Z,AAPL,BUY,4,107.0,107.5,2.0,10081.1
128,2025-03-25T09:42:20Z,MSFT,SELL,5,108.0,108.1,0.5,10081.6
129,2025-03-25T09:42:40Z,NVDA,BUY,2,109.0,109.1,0.2,10081.8
130,2025-03-25T09:43:00Z,TSLA,SELL,3,110.0,110.5,1.5,10083.3
131,2025-03-25T09:43:20Z,AMZN,BUY,4,111.0,110.7,-1.2,10082.1
132,2025-03-25T09:43:40Z,GOOG,SELL,5,112.0,112.1,0.5,10082.6
133,2025-03-25T09:44:00Z,AAPL,BUY,2,113.0,113.5,1.0,10083.6
134,2025-03-25T09:44:20Z,MSFT,SELL,3,114.0,114.1,0.3,10083.9
135,2025-03-25T09:44:40Z,NVDA,BUY,4,115.0,115.1,0.4,10084.3
136,2025-03-25T09:45:00Z,TSLA,SELL,5,116.0,116.5,2.5,10086.8
137,2025-03-25T09:45:20Z,AMZN,BUY,2,100.0,100.1,0.2,10087.0
138,2025-03-25T09:45:40Z,GOOG,SELL,3,101.0,101.1,0.3,10087.3
139,2025-03-25T09:46:00Z,AAPL,BUY,4,102.0,102.5,2.0,10089.3
140,2025-03-25T09:46:20Z,MSFT,SELL,5,103.0,103.1,0.5,10089.8
141,2025-03-25T09:46:40Z,NVDA,BUY,2,104.0,103.7,-0.6,10089.2
142,2025-03-25T09:47:00Z,TSLA,SELL,3,105.0,105.5,1.5,10090.7
143,2025-03-25T09:47:20Z,AMZN,BUY,4,106.0,106.1,0.4,10091.1
144,2025-03-25T09:47:40Z,GOOG,SELL,5,107.0,107.1,0.5,10091.6
145,2025-03-25T09:48:00Z,AAPL,BUY,2,108.0,108.5,1.0,10092.6
146,2025-03-25T09:48:20Z,MSFT,SELL,3,109.0,108.7,-0.9,10091.7
147,2025-03-25T09:48:40Z,NVDA,BUY,4,110.0,110.1,0.4,10092.1
148,2025-03-25T09:49:00Z,TSLA,SELL,5,111.0,111.5,2.5,10094.6
149,2025-03-25T09:49:20Z,AMZN,BUY,2,112.0,112.1,0.2,10094.8
150,2025-03-25T09:49:40Z,GOOG,SELL,3,113.0,113.1,0.3,10095.1
151,2025-03-25T09:50:00Z,AAPL,BUY,4,114.0,114.5,2.0,10097.1
152,2025-03-25T09:50:20Z,MSFT,SELL,5,115.0,115.1,0.5,10097.6
153,2025-03-25T09:50:40Z,NVDA,BUY,2,116.0,116.1,0.2,10097.8
154,2025-03-25T09:51:00Z,TSLA,SELL,3,100.0,100.5,1.5,10099.3
155,2025-03-25T09:51:20Z,AMZN,BUY,4,101.0,101.1,0.4,10099.7
156,2025-03-25T09:51:40Z,GOOG,SELL,5,102.0,101.7,-1.5,10098.2
157,2025-03-25T09:52:00Z,AAPL,BUY,2,103.0,103.5,1.0,10099.2
158,2025-03-25T09:52:20Z,MSFT,SELL,3,104.0,104.1,0.3,10099.5
159,2025-03-25T09:52:40Z,NVDA,BUY,4,105.0,105.1,0.4,10099.9
160,2025-03-25T09:53:00Z,TSLA,SELL,5,106.0,106.5,2.5,10102.4
161,2025-03-25T09:53:20Z,AMZN,BUY,2,107.0,106.7,-0.6,10101.8
162,2025-03-25T09:53:40Z,GOOG,SELL,3,108.0,108.1,0.3,10102.1
163,2025-03-25T09:54:00Z,AAPL,BUY,4,109.0,109.5,2.0,10104.1
164,2025-03-25T09:54:20Z,MSFT,SELL,5,110.0,110.1,0.5,10104.6
165,2025-03-25T09:54:40Z,NVDA,BUY,2,111.0,111.1,0.2,10104.8
166,2025-03-25T09:55:00Z,TSLA,SELL,3,112.0,112.5,1.5,10106.3
167,2025-03-25T09:55:20Z,AMZN,BUY,4,113.0,113.1,0.4,10106.7
168,2025-03-25T09:55:40Z,GOOG,SELL,5,114.0,114.1,0.5,10107.2
169,2025-03-25T09:56:00Z,AAPL,BUY,2,115.0,115.5,1.0,10108.2
170,2025-03-25T09:56:20Z,MSFT,SELL,3,116.0,116.1,0.3,10108.5
171,2025-03-25T09:56:40Z,NVDA,BUY,4,100.0,99.7,-1.2,10107.3
172,2025-03-25T09:57:00Z,TSLA,SELL,5,101.0,101.5,2.5,10109.8
173,2025-03-25T09:57:20Z,AMZN,BUY,2,102.0,102.1,0.2,10110.0
174,2025-03-25T09:57:40Z,GOOG,SELL,3,103.0,103.1,0.3,10110.3
175,2025-03-25T09:58:00Z,AAPL,BUY,4,104.0,104.5,2.0,10112.3
176,2025-03-25T09:58:20Z,MSFT,SELL,5,105.0,104.7,-1.5,10110.8
177,2025-03-25T09:58:40Z,NVDA,BUY,2,106.0,106.1,0.2,10111.0
178,2025-03-25T09:59:00Z,TSLA,SELL,3,107.0,107.5,1.5,10112.5
179,2025-03-25T09:59:20Z,AMZN,BUY,4,108.0,108.1,0.4,10112.9
180,2025-03-25T09:59:40Z,GOOG,SELL,5,109.0,109.1,0.5,10113.4
181,2025-03-25T10:00:00Z,AAPL,BUY,2,110.0,110.5,1.0,10114.4
182,2025-03-25T10:00:20Z,MSFT,SELL,3,111.0,111.1,0.3,10114.7
183,2025-03-25T10:00:40Z,NVDA,BUY,4,112.0,112.1,0.4,10115.1
184,2025-03-25T10:01:00Z,TSLA,SELL,5,113.0,113.5,2.5,10117.6
185,2025-03-25T10:01:20Z,AMZN,BUY,2,114.0,114.1,0.2,10117.8
186,2025-03-25T10:01:40Z,GOOG,SELL,3,115.0,114.7,-0.9,10116.9
187,2025-03-25T10:02:00Z,AAPL,BUY,4,116.0,116.5,2.0,10118.9
188,2025-03-25T10:02:20Z,MSFT,SELL,5,100.0,100.1,0.5,10119.4
189,2025-03-25T10:02:40Z,NVDA,BUY,2,101.0,101.1,0.2,10119.6
190,2025-03-25T10:03:00Z,TSLA,SELL,3,102.0,102.5,1.5,10121.1
191,2025-03-25T10:03:20Z,AMZN,BUY,4,103.0,102.7,-1.2,10119.9
192,2025-03-25T10:03:40Z,GOOG,SELL,5,104.0,104.1,0.5,10120.4
193,2025-03-25T10:04:00Z,AAPL,BUY,2,105.0,105.5,1.0,10121.4
194,2025-03-25T10:04:20Z,MSFT,SELL,3,106.0,106.1,0.3,10121.7
195,2025-03-25T10:04:40Z,NVDA,BUY,4,107.0,107.1,0.4,10122.1
196,2025-03-25T10:05:00Z,TSLA,SELL,5,108.0,108.5,2.5,10124.6
197,2025-03-25T10:05:20Z,AMZN,BUY,2,109.0,109.1,0.2,10124.8
198,2025-03-25T10:05:40Z,GOOG,SELL,3,110.0,110.1,0.3,10125.1
199,2025-03-25T10:06:00Z,AAPL,BUY,4,111.0,111.5,2.0,10127.1
200,2025-03-25T10:06:20Z,MSFT,SELL,5,112.0,112.1,0.5,10127.6
201,2025-03-25T10:06:40Z,NVDA,BUY,2,113.0,112.7,-0.6,10127.0
202,2025-03-25T10:07:00Z,TSLA,SELL,3,114.0,114.5,1.5,10128.5
203,2025-03-25T10:07:20Z,AMZN,BUY,4,115.0,115.1,0.4,10128.9
204,2025-03-25T10:07:40Z,GOOG,SELL,5,116.0,116.1,0.5,10129.4
205,2025-03-25T10:08:00Z,AAPL,BUY,2,100.0,100.5,1.0,10130.4
206,2025-03-25T10:08:20Z,MSFT,SELL,3,101.0,100.7,-0.9,10129.5
207,2025-03-25T10:08:40Z,NVDA,BUY,4,102.0,102.1,0.4,10129.9
208,2025-03-25T10:09:00Z,TSLA,SELL,5,103.0,103.5,2.5,10132.4
209,2025-03-25T10:09:20Z,AMZN,BUY,2,104.0,104.1,0.2,10132.6
210,2025-03-25T10:09:40Z,GOOG,SELL,3,105.0,105.1,0.3,10132.9
211,2025-03-25T10:10:00Z,AAPL,BUY,4,106.0,106.5,2.0,10134.9
212,2025-03-25T10:10:20Z,MSFT,SELL,5,107.0,107.1,0.5,10135.4
213,2025-03-25T10:10:40Z,NVDA,BUY,2,108.0,108.1,0.2,10135.6
214,2025-03-25T10:11:00Z,TSLA,SELL,3,109.0,109.5,1.5,10137.1
215,2025-03-25T10:11:20Z,AMZN,BUY,4,110.0,110.1,0.4,10137.5
216,2025-03-25T10:11:40Z,GOOG,SELL,5,111.0,110.7,-1.5,10136.0
217,2025-03-25T10:12:00Z,AAPL,BUY,2,112.0,112.5,1.0,10137.0
218,2025-03-25T10:12:20Z,MSFT,SELL,3,113.0,113.1,0.3,10137.3
219,2025-03-25T10:12:40Z,NVDA,BUY,4,114.0,114.1,0.4,10137.7
220,2025-03-25T10:13:00Z,TSLA,SELL,5,115.0,115.5,2.5,10140.2
221,2025-03-25T10:13:20Z,AMZN,BUY,2,116.0,115.7,-0.6,10139.6
222,2025-03-25T10:13:40Z,GOOG,SELL,3,100.0,100.1,0.3,10139.9
223,2025-03-25T10:14:00Z,AAPL,BUY,4,101.0,101.5,2.0,10141.9
224,2025-03-25T10:14:20Z,MSFT,SELL,5,102.0,102.1,0.5,10142.4
225,2025-03-25T10:14:40Z,NVDA,BUY,2,103.0,103.1,0.2,10142.6
226,2025-03-25T10:15:00Z,TSLA,SELL,3,104.0,104.5,1.5,10144.1
227,2025-03-25T10:15:20Z,AMZN,BUY,4,105.0,105.1,0.4,10144.5
228,2025-03-25T10:15:40Z,GOOG,SELL,5,106.0,106.1,0.5,10145.0
229,2025-03-25T10:16:00Z,AAPL,BUY,2,107.0,107.5,1.0,10146.0
230,2025-03-25T10:16:20Z,MSFT,SELL,3,108.0,108.1,0.3,10146.3
231,2025-03-25T10:16:40Z,NVDA,BUY,4,109.0,108.7,-1.2,10145.1
232,2025-03-25T10:17:00Z,TSLA,SELL,5,110.0,110.5,2.5,10147.6
233,2025-03-25T10:17:20Z,AMZN,BUY,2,111.0,111.1,0.2,10147.8
234,2025-03-25T10:17:40Z,GOOG,SELL,3,112.0,112.1,0.3,10148.1
235,2025-03-25T10:18:00Z,AAPL,BUY,4,113.0,113.5,2.0,10150.1
236,2025-03-25T10:18:20Z,MSFT,SELL,5,114.0,113.7,-1.5,10148.6
237,2025-03-25T10:18:40Z,NVDA,BUY,2,115.0,115.1,0.2,10148.8
238,2025-03-25T10:19:00Z,TSLA,SELL,3,116.0,116.5,1.5,10150.3
239,2025-03-25T10:19:20Z,AMZN,BUY,4,100.0,100.1,0.4,10150.7
240,2025-03-25T10:19:40Z,GOOG,SELL,5,101.0,101.1,0.5,10151.2
241,2025-03-25T10:20:00Z,AAPL,BUY,2,102.0,102.5,1.0,10152.2
242,2025-03-25T10:20:20Z,MSFT,SELL,3,103.0,103.1,0.3,10152.5
243,2025-03-25T10:20:40Z,NVDA,BUY,4,104.0,104.1,0.4,10152.9
244,2025-03-25T10:21:00Z,TSLA,SELL,5,105.0,105.5,2.5,10155.4
245,2025-03-25T10:21:20Z,AMZN,BUY,2,106.0,106.1,0.2,10155.6
246,2025-03-25T10:21:40Z,GOOG,SELL,3,107.0,106.7,-0.9,10154.7
247,2025-03-25T10:22:00Z,AAPL,BUY,4,108.0,108.5,2.0,10156.7
248,2025-03-25T10:22:20Z,MSFT,SELL,5,109.0,109.1,0.5,10157.2
249,2025-03-25T10:22:40Z,NVDA,BUY,2,110.0,110.1,0.2,10157.4
250,2025-03-25T10:23:00Z,TSLA,SELL,3,111.0,111.5,1.5,10158.9
251,2025-03-25T10:23:20Z,AMZN,BUY,4,112.0,111.7,-1.2,10157.7
252,2025-03-25T10:23:40Z,GOOG,SELL,5,113.0,113.1,0.5,10158.2
253,2025-03-25T10:24:00Z,AAPL,BUY,2,114.0,114.5,1.0,10159.2
254,2025-03-25T10:24:20Z,MSFT,SELL,3,115.0,115.1,0.3,10159.5
255,2025-03-25T10:24:40Z,NVDA,BUY,4,116.0,116.1,0.4,10159.9
256,2025-03-25T10:25:00Z,TSLA,SELL,5,100.0,100.5,2.5,10162.4
257,2025-03-25T10:25:20Z,AMZN,BUY,2,101.0,101.1,0.2,10162.6
258,2025-03-25T10:25:40Z,GOOG,SELL,3,102.0,102.1,0.3,10162.9
259,2025-03-25T10:26:00Z,AAPL,BUY,4,103.0,103.5,2.0,10164.9
260,2025-03-25T10:26:20Z,MSFT,SELL,5,104.0,104.1,0.5,10165.4
261,2025-03-25T10:26:40Z,NVDA,BUY,2,105.0,104.7,-0.6,10164.8
262,2025-03-25T10:27:00Z,TSLA,SELL,3,106.0,106.5,1.5,10166.3
263,2025-03-25T10:27:20Z,AMZN,BUY,4,107.0,107.1,0.4,10166.7
264,2025-03-25T10:27:40Z,GOOG,SELL,5,108.0,108.1,0.5,10167.2
265,2025-03-25T10:28:00Z,AAPL,BUY,2,109.0,109.5,1.0,10168.2
266,2025-03-25T10:28:20Z,MSFT,SELL,3,110.0,109.7,-0.9,10167.3
267,2025-03-25T10:28:40Z,NVDA,BUY,4,111.0,111.1,0.4,10167.7
268,2025-03-25T10:29:00Z,TSLA,SELL,5,112.0,112.5,2.5,10170.2
269,2025-03-25T10:29:20Z,AMZN,BUY,2,113.0,113.1,0.2,10170.4
270,2025-03-25T10:29:40Z,GOOG,SELL,3,114.0,114.1,0.3,10170.7
271,2025-03-25T10:30:00Z,AAPL,BUY,4,115.0,115.5,2.0,10172.7
272,2025-03-25T10:30:20Z,MSFT,SELL,5,116.0,116.1,0.5,10173.2
273,2025-03-25T10:30:40Z,NVDA,BUY,2,100.0,100.1,0.2,10173.4
274,2025-03-25T10:31:00Z,TSLA,SELL,3,101.0,101.5,1.5,10174.9
275,2025-03-25T10:31:20Z,AMZN,BUY,4,102.0,102.1,0.4,10175.3
276,2025-03-25T10:31:40Z,GOOG,SELL,5,103.0,102.7,-1.5,10173.8
277,2025-03-25T10:32:00Z,AAPL,BUY,2,104.0,104.5,1.0,10174.8
278,2025-03-25T10:32:20Z,MSFT,SELL,3,105.0,105.1,0.3,10175.1
279,2025-03-25T10:32:40Z,NVDA,BUY,4,106.0,106.1,0.4,10175.5
280,2025-03-25T10:33:00Z,TSLA,SELL,5,107.0,107.5,2.5,10178.0
281,2025-03-25T10:33:20Z,AMZN,BUY,2,108.0,107.7,-0.6,10177.4
282,2025-03-25T10:33:40Z,GOOG,SELL,3,109.0,109.1,0.3,10177.7
283,2025-03-25T10:34:00Z,AAPL,BUY,4,110.0,110.5,2.0,10179.7
284,2025-03-25T10:34:20Z,MSFT,SELL,5,111.0,111.1,0.5,10180.2
285,2025-03-25T10:34:40Z,NVDA,BUY,2,112.0,112.1,0.2,10180.4
286,2025-03-25T10:35:00Z,TSLA,SELL,3,113.0,113.5,1.5,10181.9
287,2025-03-25T10:35:20Z,AMZN,BUY,4,114.0,114.1,0.4,10182.3
288,2025-03-25T10:35:40Z,GOOG,SELL,5,115.0,115.1,0.5,10182.8
289,2025-03-25T10:36:00Z,AAPL,BUY,2,116.0,116.5,1.0,10183.8
290,2025-03-25T10:36:20Z,MSFT,SELL,3,100.0,100.1,0.3,10184.1
291,2025-03-25T10:36:40Z,NVDA,BUY,4,101.0,100.7,-1.2,10182.9
292,2025-03-25T10:37:00Z,TSLA,SELL,5,102.0,102.5,2.5,10185.4
293,2025-03-25T10:37:20Z,AMZN,BUY,2,103.0,103.1,0.2,10185.6
294,2025-03-25T10:37:40Z,GOOG,SELL,3,104.0,104.1,0.3,10185.9
295,2025-03-25T10:38:00Z,AAPL,BUY,4,105.0,105.5,2.0,10187.9
296,2025-03-25T10:38:20Z,MSFT,SELL,5,106.0,105.7,-1.5,10186.4
297,2025-03-25T10:38:40Z,NVDA,BUY,2,107.0,107.1,0.2,10186.6
298,2025-03-25T10:39:00Z,TSLA,SELL,3,108.0,108.5,1.5,10188.1
299,2025-03-25T10:39:20Z,AMZN,BUY,4,109.0,109.1,0.4,10188.5
300,2025-03-25T10:39:40Z,GOOG,SELL,5,110.0,110.1,0.5,10189.0
301,2025-03-25T10:40:00Z,AAPL,BUY,2,111.0,111.5,1.0,10190.0
302,2025-03-25T10:40:20Z,MSFT,SELL,3,112.0,112.1,0.3,10190.3
303,2025-03-25T10:40:40Z,NVDA,BUY,4,113.0,113.1,0.4,10190.7
304,2025-03-25T10:41:00Z,TSLA,SELL,5,114.0,114.5,2.5,10193.2
305,2025-03-25T10:41:20Z,AMZN,BUY,2,115.0,115.1,0.2,10193.4
306,2025-03-25T10:41:40Z,GOOG,SELL,3,116.0,115.7,-0.9,10192.5
307,2025-03-25T10:42:00Z,AAPL,BUY,4,100.0,100.5,2.0,10194.5
308,2025-03-25T10:42:20Z,MSFT,SELL,5,101.0,101.1,0.5,10195.0
