trade_id,timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance
29,2025-03-11T09:14:00Z,QQQ,BUY,5,400.00,402.00,10.00,10086.00
30,2025-03-11T09:14:30Z,QQQ,SELL,6,401.00,404.00,18.00,10104.00
31,2025-03-11T09:15:00Z,SPY,BUY,7,402.00,400.00,-14.00,10090.00
32,2025-03-11T09:15:30Z,QQQ,SELL,8,403.00,402.00,-8.00,10082.00
33,2025-03-11T09:16:00Z,QQQ,BUY,5,404.00,404.00,0.00,10082.00
34,2025-03-11T09:16:30Z,SPY,SELL,6,405.00,406.00,6.00,10088.00
35,2025-03-11T09:17:00Z,QQQ,BUY,7,406.00,408.00,14.00,10102.00
36,2025-03-11T09:17:30Z,QQQ,SELL,8,400.00,403.00,24.00,10126.00
37,2025-03-11T09:18:00Z,SPY,BUY,5,401.00,399.00,-10.00,10116.00
38,2025-03-11T09:18:30Z,QQQ,SELL,6,402.00,401.00,-6.00,10110.00
39,2025-03-11T09:19:00Z,QQQ,BUY,7,403.00,403.00,0.00,10110.00
40,2025-03-11T09:19:30Z,SPY,SELL,8,404.00,405.00,8.00,10118.00
41,2025-03-11T09:20:00Z,QQQ,BUY,5,405.00,407.00,10.00,10128.00
42,2025-03-11T09:20:30Z,QQQ,SELL,6,406.00,409.00,18.00,10146.00
43,2025-03-11T09:21:00Z,SPY,BUY,7,400.00,398.00,-14.00,10132.00
44,2025-03-11T09:21:30Z,QQQ,SELL,8,401.00,400.00,-8.00,10124.00
45,2025-03-11T09:22:00Z,QQQ,BUY,5,402.00,402.00,0.00,10124.00
46,2025-03-11T09:22:30Z,SPY,SELL,6,403.00,404.00,6.00,10130.00
47,2025-03-11T09:23:00Z,QQQ,BUY,7,404.00,406.00,14.00,10144.00
48,2025-03-11T09:23:30Z,QQQ,SELL,8,405.00,408.00,24.00,10168.00
49,2025-03-11T09:24:00Z,SPY,BUY,5,406.00,404.00,-10.00,10158.00
50,2025-03-11T09:24:30Z,QQQ,SELL,6,400.00,399.00,-6.00,10152.00
51,2025-03-11T09:25:00Z,QQQ,BUY,7,401.00,401.00,0.00,10152.00
52,2025-03-11T09:25:30Z,SPY,SELL,8,402.00,403.00,8.00,10160.00
53,2025-03-11T09:26:00Z,QQQ,BUY,5,403.00,405.00,10.00,10170.00
54,2025-03-11T09:26:30Z,QQQ,SELL,6,404.00,407.00,18.00,10188.00
55,2025-03-11T09:27:00Z,SPY,BUY,7,405.00,403.00,-14.00,10174.00
56,2025-03-11T09:27:30Z,QQQ,SELL,8,406.00,405.00,-8.00,10166.00
57,2025-03-11T09:28:00Z,QQQ,BUY,5,400.00,400.00,0.00,10166.00
58,2025-03-11T09:28:30Z,SPY,SELL,6,401.00,402.00,6.00,10172.00
59,2025-03-11T09:29:00Z,QQQ,BUY,7,402.00,404.00,14.00,10186.00
60,2025-03-11T09:29:30Z,QQQ,SELL,8,403.00,406.00,24.00,10210.00
61,2025-03-11T09:30:00Z,SPY,BUY,5,404.00,402.00,-10.00,10200.00
62,2025-03-11T09:30:30Z,QQQ,SELL,6,405.00,404.00,-6.00,10194.00
63,2025-03-11T09:31:00Z,QQQ,BUY,7,406.00,406.00,0.00,10194.00
64,2025-03-11T09:31:30Z,SPY,SELL,8,400.00,401.00,8.00,10202.00
65,2025-03-11T09:32:00Z,QQQ,BUY,5,401.00,403.00,10.00,10212.00
66,2025-03-11T09:32:30Z,QQQ,SELL,6,402.00,405.00,18.00,10230.00
67,2025-03-11T09:33:00Z,SPY,BUY,7,403.00,401.00,-14.00,10216.00
68,2025-03-11T09:33:30Z,QQQ,SELL,8,404.00,403.00,-8.00,10208.00
69,2025-03-11T09:34:00Z,QQQ,BUY,5,405.00,405.00,0.00,10208.00
70,2025-03-11T09:34:30Z,SPY,SELL,6,406.00,407.00,6.00,10214.00
71,2025-03-11T09:35:00Z,QQQ,BUY,7,400.00,402.00,14.00,10228.00
72,2025-03-11T09:35:30Z,QQQ,SELL,8,401.00,404.00,24.00,10252.00
73,2025-03-11T09:36:00Z,SPY,BUY,5,402.00,400.00,-10.00,10242.00
74,2025-03-11T09:36:30Z,QQQ,SELL,6,403.00,402.00,-6.00,10236.00
75,2025-03-11T09:37:00Z,QQQ,BUY,7,404.00,404.00,0.00,10236.00
76,2025-03-11T09:37:30Z,SPY,SELL,8,405.00,406.00,8.00,10244.00
77,2025-03-11T09:38:00Z,QQQ,BUY,5,406.00,408.00,10.00,10254.00
78,2025-03-11T09:38:30Z,QQQ,SELL,6,400.00,403.00,18.00,10272.00
79,2025-03-11T09:39:00Z,SPY,BUY,7,401.00,399.00,-14.00,10258.00
80,2025-03-11T09:39:30Z,QQQ,SELL,8,402.00,401.00,-8.00,10250.00
81,2025-03-11T09:40:00Z,QQQ,BUY,5,403.00,403.00,0.00,10250.00
82,2025-03-11T09:40:30Z,SPY,SELL,6,404.00,405.00,6.00,10256.00
83,2025-03-11T09:41:00Z,QQQ,BUY,7,405.00,407.00,14.00,10270.00
84,2025-03-11T09:41:30Z,QQQ,SELL,8,406.00,409.00,24.00,10294.00
85,2025-03-11T09:42:00Z,SPY,BUY,5,400.00,398.00,-10.00,10284.00
86,2025-03-11T09:42:30Z,QQQ,SELL,6,401.00,400.00,-6.00,10278.00
87,2025-03-11T09:43:00Z,QQQ,BUY,7,402.00,402.00,0.00,10278.00
88,2025-03-11T09:43:30Z,SPY,SELL,8,403.00,404.00,8.00,10286.00
89,2025-03-11T09:44:00Z,QQQ,BUY,5,404.00,406.00,10.00,10296.00
90,2025-03-11T09:44:30Z,QQQ,SELL,6,405.00,408.00,18.00,10314.00
91,2025-03-11T09:45:00Z,SPY,BUY,7,406.00,404.00,-14.00,10300.00
92,2025-03-11T09:45:30Z,QQQ,SELL,8,400.00,399.00,-8.00,10292.00
93,2025-03-11T09:46:00Z,QQQ,BUY,5,401.00,401.00,0.00,10292.00
94,2025-03-11T09:46:30Z,SPY,SELL,6,402.00,403.00,6.00,10298.00
95,2025-03-11T09:47:00Z,QQQ,BUY,7,403.00,405.00,14.00,10312.00
96,2025-03-11T09:47:30Z,QQQ,SELL,8,404.00,407.00,24.00,10336.00
97,2025-03-11T09:48:00Z,SPY,BUY,5,405.00,403.00,-10.00,10326.00
98,2025-03-11T09:48:30Z,QQQ,SELL,6,406.00,405.00,-6.00,10320.00
99,2025-03-11T09:49:00Z,QQQ,BUY,7,400.00,400.00,0.00,10320.00
100,2025-03-11T09:49:30Z,SPY,SELL,8,401.00,402.00,8.00,10328.00
101,2025-03-11T09:50:00Z,QQQ,BUY,5,402.00,404.00,10.00,10338.00
102,2025-03-11T09:50:30Z,QQQ,SELL,6,403.00,406.00,18.00,10356.00
103,2025-03-11T09:51:00Z,SPY,BUY,7,404.00,402.00,-14.00,10342.00
104,2025-03-11T09:51:30Z,QQQ,SELL,8,405.00,404.00,-8.00,10334.00
105,2025-03-11T09:52:00Z,QQQ,BUY,5,406.00,406.00,0.00,10334.00
106,2025-03-11T09:52:30Z,SPY,SELL,6,400.00,401.00,6.00,10340.00
107,2025-03-11T09:53:00Z,QQQ,BUY,7,401.00,403.00,14.00,10354.00
108,2025-03-11T09:53:30Z,QQQ,SELL,8,402.00,405.00,24.00,10378.00
109,2025-03-11T09:54:00Z,SPY,BUY,5,403.00,401.00,-10.00,10368.00
110,2025-03-11T09:54:30Z,QQQ,SELL,6,404.00,403.00,-6.00,10362.00
111,2025-03-11T09:55:00Z,QQQ,BUY,7,405.00,405.00,0.00,10362.00
112,2025-03-11T09:55:30Z,SPY,SELL,8,406.00,407.00,8.00,10370.00
113,2025-03-11T09:56:00Z,QQQ,BUY,5,400.00,402.00,10.00,10380.00
114,2025-03-11T09:56:30Z,QQQ,SELL,6,401.00,404.00,18.00,10398.00
115,2025-03-11T09:57:00Z,SPY,BUY,7,402.00,400.00,-14.00,10384.00
116,2025-03-11T09:57:30Z,QQQ,SELL,8,403.00,402.00,-8.00,10376.00
117,2025-03-11T09:58:00Z,QQQ,BUY,5,404.00,404.00,0.00,10376.00
118,2025-03-11T09:58:30Z,SPY,SELL,6,405.00,406.00,6.00,10382.00
119,2025-03-11T09:59:00Z,QQQ,BUY,7,406.00,408.00,14.00,10396.00
120,2025-03-11T09:59:30Z,QQQ,SELL,8,400.00,403.00,24.00,10420.00
121,2025-03-11T10:00:00Z,SPY,BUY,5,401.00,399.00,-10.00,10410.00
122,2025-03-11T10:00:30Z,QQQ,SELL,6,402.00,401.00,-6.00,10404.00
123,2025-03-11T10:01:00Z,QQQ,BUY,7,403.00,403.00,0.00,10404.00
124,2025-03-11T10:01:30Z,SPY,SELL,8,404.00,405.00,8.00,10412.00
125,2025-03-11T10:02:00Z,QQQ,BUY,5,405.00,407.00,10.00,10422.00
126,2025-03-11T10:02:30Z,QQQ,SELL,6,406.00,409.00,18.00,10440.00
127,2025-03-11T10:03:00Z,SPY,BUY,7,400.00,398.00,-14.00,10426.00
128,2025-03-11T10:03:30Z,QQQ,SELL,8,401.00,400.00,-8.00,10418.00
129,2025-03-11T10:04:00Z,QQQ,BUY,5,402.00,402.00,0.00,10418.00
130,2025-03-11T10:04:30Z,SPY,SELL,6,403.00,404.00,6.00,10424.00
131,2025-03-11T10:05:00Z,QQQ,BUY,7,404.00,406.00,14.00,10438.00
132,2025-03-11T10:05:30Z,QQQ,SELL,8,405.00,408.00,24.00,10462.00
133,2025-03-11T10:06:00Z,SPY,BUY,5,406.00,404.00,-10.00,10452.00
134,2025-03-11T10:06:30Z,QQQ,SELL,6,400.00,399.00,-6.00,10446.00
135,2025-03-11T10:07:00Z,QQQ,BUY,7,401.00,401.00,0.00,10446.00
136,2025-03-11T10:07:30Z,SPY,SELL,8,402.00,403.00,8.00,10454.00
137,2025-03-11T10:08:00Z,QQQ,BUY,5,403.00,405.00,10.00,10464.00
138,2025-03-11T10:08:30Z,QQQ,SELL,6,404.00,407.00,18.00,10482.00
139,2025-03-11T10:09:00Z,SPY,BUY,7,405.00,403.00,-14.00,10468.00
140,2025-03-11T10:09:30Z,QQQ,SELL,8,406.00,405.00,-8.00,10460.00
141,2025-03-11T10:10:00Z,QQQ,BUY,5,400.00,400.00,0.00,10460.00
142,2025-03-11T10:10:30Z,SPY,SELL,6,401.00,402.00,6.00,10466.00
143,2025-03-11T10:11:00Z,QQQ,BUY,7,402.00,404.00,14.00,10480.00
144,2025-03-11T10:11:30Z,QQQ,SELL,8,403.00,406.00,24.00,10504.00
145,2025-03-11T10:12:00Z,SPY,BUY,5,404.00,402.00,-10.00,10494.00
146,2025-03-11T10:12:30Z,QQQ,SELL,6,405.00,404.00,-6.00,10488.00
147,2025-03-11T10:13:00Z,QQQ,BUY,7,406.00,406.00,0.00,10488.00
148,2025-03-11T10:13:30Z,SPY,SELL,8,400.00,401.00,8.00,10496.00
149,2025-03-11T10:14:00Z,QQQ,BUY,5,401.00,403.00,10.00,10506.00
150,2025-03-11T10:14:30Z,QQQ,SELL,6,402.00,405.00,18.00,10524.00
151,2025-03-11T10:15:00Z,SPY,BUY,7,403.00,401.00,-14.00,10510.00
152,2025-03-11T10:15:30Z,QQQ,SELL,8,404.00,403.00,-8.00,10502.00
153,2025-03-11T10:16:00Z,QQQ,BUY,5,405.00,405.00,0.00,10502.00
154,2025-03-11T10:16:30Z,SPY,SELL,6,406.00,407.00,6.00,10508.00
155,2025-03-11T10:17:00Z,QQQ,BUY,7,400.00,402.00,14.00,10522.00
156,2025-03-11T10:17:30Z,QQQ,SELL,8,401.00,404.00,24.00,10546.00
157,2025-03-11T10:18:00Z,SPY,BUY,5,402.00,400.00,-10.00,10536.00
158,2025-03-11T10:18:30Z,QQQ,SELL,6,403.00,402.00,-6.00,10530.00
159,2025-03-11T10:19:00Z,QQQ,BUY,7,404.00,404.00,0.00,10530.00
160,2025-03-11T10:19:30Z,SPY,SELL,8,405.00,406.00,8.00,10538.00
161,2025-03-11T10:20:00Z,QQQ,BUY,5,406.00,408.00,10.00,10548.00
162,2025-03-11T10:20:30Z,QQQ,SELL,6,400.00,403.00,18.00,10566.00
163,2025-03-11T10:21:00Z,SPY,BUY,7,401.00,399.00,-14.00,10552.00
164,2025-03-11T10:21:30Z,QQQ,SELL,8,402.00,401.00,-8.00,10544.00
165,2025-03-11T10:22:00Z,QQQ,BUY,5,403.00,403.00,0.00,10544.00
166,2025-03-11T10:22:30Z,SPY,SELL,6,404.00,405.00,6.00,10550.00
167,2025-03-11T10:23:00Z,QQQ,BUY,7,405.00,407.00,14.00,10564.00
168,2025-03-11T10:23:30Z,QQQ,SELL,8,406.00,409.00,24.00,10588.00
169,2025-03-11T10:24:00Z,SPY,BUY,5,400.00,398.00,-10.00,10578.00
170,2025-03-11T10:24:30Z,QQQ,SELL,6,401.00,400.00,-6.00,10572.00
171,2025-03-11T10:25:00Z,QQQ,BUY,7,402.00,402.00,0.00,10572.00
172,2025-03-11T10:25:30Z,SPY,SELL,8,403.00,404.00,8.00,10580.00
173,2025-03-11T10:26:00Z,QQQ,BUY,5,404.00,406.00,10.00,10590.00
174,2025-03-11T10:26:30Z,QQQ,SELL,6,405.00,408.00,18.00,10608.00
175,2025-03-11T10:27:00Z,SPY,BUY,7,406.00,404.00,-14.00,10594.00
176,2025-03-11T10:27:30Z,QQQ,SELL,8,400.00,399.00,-8.00,10586.00
177,2025-03-11T10:28:00Z,QQQ,BUY,5,401.00,401.00,0.00,10586.00
178,2025-03-11T10:28:30Z,SPY,SELL,6,402.00,403.00,6.00,10592.00
179,2025-03-11T10:29:00Z,QQQ,BUY,7,403.00,405.00,14.00,10606.00
180,2025-03-11T10:29:30Z,QQQ,SELL,8,404.00,407.00,24.00,10630.00
181,2025-03-11T10:30:00Z,SPY,BUY,5,405.00,403.00,-10.00,10620.00
182,2025-03-11T10:30:30Z,QQQ,SELL,6,406.00,405.00,-6.00,10614.00
183,2025-03-11T10:31:00Z,QQQ,BUY,7,400.00,400.00,0.00,10614.00
184,2025-03-11T10:31:30Z,SPY,SELL,8,401.00,402.00,8.00,10622.00
185,2025-03-11T10:32:00Z,QQQ,BUY,5,402.00,404.00,10.00,10632.00
186,2025-03-11T10:32:30Z,QQQ,SELL,6,403.00,406.00,18.00,10650.00
187,2025-03-11T10:33:00Z,SPY,BUY,7,404.00,402.00,-14.00,10636.00
188,2025-03-11T10:33:30Z,QQQ,SELL,8,405.00,404.00,-8.00,10628.00
189,2025-03-11T10:34:00Z,QQQ,BUY,5,406.00,406.00,0.00,10628.00
190,2025-03-11T10:34:30Z,SPY,SELL,6,400.00,401.00,6.00,10634.00
191,2025-03-11T10:35:00Z,QQQ,BUY,7,401.00,403.00,14.00,10648.00
192,2025-03-11T10:35:30Z,QQQ,SELL,8,402.00,405.00,24.00,10672.00
193,2025-03-11T10:36:00Z,SPY,BUY,5,403.00,401.00,-10.00,10662.00
194,2025-03-11T10:36:30Z,QQQ,SELL,6,404.00,403.00,-6.00,10656.00
195,2025-03-11T10:37:00Z,QQQ,BUY,7,405.00,405.00,0.00,10656.00
196,2025-03-11T10:37:30Z,SPY,SELL,8,406.00,407.00,8.00,10664.00
197,2025-03-11T10:38:00Z,QQQ,BUY,5,400.00,402.00,10.00,10674.00
198,2025-03-11T10:38:30Z,QQQ,SELL,6,401.00,404.00,18.00,10692.00
199,2025-03-11T10:39:00Z,SPY,BUY,7,402.00,400.00,-14.00,10678.00
200,2025-03-11T10:39:30Z,QQQ,SELL,8,403.00,402.00,-8.00,10670.00
201,2025-03-11T10:40:00Z,QQQ,BUY,5,404.00,404.00,0.00,10670.00
202,2025-03-11T10:40:30Z,SPY,SELL,6,405.00,406.00,6.00,10676.00
203,2025-03-11T10:41:00Z,QQQ,BUY,7,406.00,408.00,14.00,10690.00
204,2025-03-11T10:41:30Z,QQQ,SELL,8,400.00,403.00,24.00,10714.00
205,2025-03-11T10:42:00Z,SPY,BUY,5,401.00,399.00,-10.00,10704.00
206,2025-03-11T10:42:30Z,QQQ,SELL,6,402.00,401.00,-6.00,10698.00
207,2025-03-11T10:43:00Z,QQQ,BUY,7,403.00,403.00,0.00,10698.00
208,2025-03-11T10:43:30Z,SPY,SELL,8,404.00,405.00,8.00,10706.00
209,2025-03-11T10:44:00Z,QQQ,BUY,5,405.00,407.00,10.00,10716.00
210,2025-03-11T10:44:30Z,QQQ,SELL,6,406.00,409.00,18.00,10734.00
211,2025-03-11T10:45:00Z,SPY,BUY,7,400.00,398.00,-14.00,10720.00
212,2025-03-11T10:45:30Z,QQQ,SELL,8,401.00,400.00,-8.00,10712.00
213,2025-03-11T10:46:00Z,QQQ,BUY,5,402.00,402.00,0.00,10712.00
214,2025-03-11T10:46:30Z,SPY,SELL,6,403.00,404.00,6.00,10718.00
215,2025-03-11T10:47:00Z,QQQ,BUY,7,404.00,406.00,14.00,10732.00
216,2025-03-11T10:47:30Z,QQQ,SELL,8,405.00,408.00,24.00,10756.00
217,2025-03-11T10:48:00Z,SPY,BUY,5,406.00,404.00,-10.00,10746.00
218,2025-03-11T10:48:30Z,QQQ,SELL,6,400.00,399.00,-6.00,10740.00
219,2025-03-11T10:49:00Z,QQQ,BUY,7,401.00,401.00,0.00,10740.00
220,2025-03-11T10:49:30Z,SPY,SELL,8,402.00,403.00,8.00,10748.00
221,2025-03-11T10:50:00Z,QQQ,BUY,5,403.00,405.00,10.00,10758.00
222,2025-03-11T10:50:30Z,QQQ,SELL,6,404.00,407.00,18.00,10776.00
223,2025-03-11T10:51:00Z,SPY,BUY,7,405.00,403.00,-14.00,10762.00
224,2025-03-11T10:51:30Z,QQQ,SELL,8,406.00,405.00,-8.00,10754.00
225,2025-03-11T10:52:00Z,QQQ,BUY,5,400.00,400.00,0.00,10754.00
226,2025-03-11T10:52:30Z,SPY,SELL,6,401.00,402.00,6.00,10760.00
227,2025-03-11T10:53:00Z,QQQ,BUY,7,402.00,404.00,14.00,10774.00
228,2025-03-11T10:53:30Z,QQQ,SELL,8,403.00,406.00,24.00,10798.00
229,2025-03-11T10:54:00Z,SPY,BUY,5,404.00,402.00,-10.00,10788.00
230,2025-03-11T10:54:30Z,QQQ,SELL,6,405.00,404.00,-6.00,10782.00
231,2025-03-11T10:55:00Z,QQQ,BUY,7,406.00,406.00,0.00,10782.00
232,2025-03-11T10:55:30Z,SPY,SELL,8,400.00,401.00,8.00,10790.00
233,2025-03-11T10:56:00Z,QQQ,BUY,5,401.00,403.00,10.00,10800.00
234,2025-03-11T10:56:30Z,QQQ,SELL,6,402.00,405.00,18.00,10818.00
235,2025-03-11T10:57:00Z,SPY,BUY,7,403.00,401.00,-14.00,10804.00
236,2025-03-11T10:57:30Z,QQQ,SELL,8,404.00,403.00,-8.00,10796.00
237,2025-03-11T10:58:00Z,QQQ,BUY,5,405.00,405.00,0.00,10796.00
238,2025-03-11T10:58:30Z,SPY,SELL,6,406.00,407.00,6.00,10802.00
239,2025-03-11T10:59:00Z,QQQ,BUY,7,400.00,402.00,14.00,10816.00
240,2025-03-11T10:59:30Z,QQQ,SELL,8,401.00,404.00,24.00,10840.00
