timestamp,asset,price,size_usd,side,pnl,is_revenge,is_overtrading,is_loss_aversion,is_blocked_bias,is_blocked_risk,blocked_reason,checkmated_day,simulated_pnl,simulated_daily_pnl,simulated_equity
2025-03-01T09:45:00,TSLA,1161.3558927163,205559.9930107783,Buy,462.3032555560,False,False,False,False,False,NONE,False,462.3032555560,-7.0335027544,-7.0335027544
2025-03-01T09:46:00,GOOG,1191.0500453026,208433.7579279515,Sell,-92.9613475768,False,False,False,False,False,NONE,False,-92.9613475768,-99.9948503312,-99.9948503312
2025-03-01T09:47:00,AMZN,1994.2529543365,181477.0188446225,Buy,-76.6514062932,False,False,False,False,False,NONE,False,-76.6514062932,-176.6462566244,-176.6462566244
2025-03-01T09:48:00,MSFT,2990.6906363148,340938.7325398902,Sell,283.3661525799,False,False,False,False,False,NONE,False,283.3661525799,106.7198959555,106.7198959555
2025-03-01T09:49:00,NVDA,1382.3449572122,246057.4023837631,Buy,-503.2891784247,False,False,True,False,False,NONE,False,-503.2891784247,-396.5692824692,-396.5692824692
2025-03-01T09:50:00,GOOG,261.0705891685,23235.2824359967,Buy,-143.1170798505,False,False,False,False,False,NONE,False,-143.1170798505,-539.6863623197,-539.6863623197
2025-03-01T09:51:00,GOOG,1341.7461603129,206628.9086881903,Buy,-235.8065757782,False,False,False,False,False,NONE,False,-235.8065757782,-775.4929380980,-775.4929380980
2025-03-01T09:52:00,MSFT,765.2287226875,42852.8084704976,Sell,77.7520599668,False,False,False,False,False,NONE,False,77.7520599668,-697.7408781312,-697.7408781312
2025-03-01T09:53:00,NVDA,3290.2642088743,256640.6082921962,Sell,-250.2328415469,False,False,False,False,False,NONE,False,-250.2328415469,-947.9737196781,-947.9737196781
2025-03-01T09:54:00,AMZN,2455.5964949970,34378.3509299583,Sell,34.5412763242,False,False,False,False,False,NONE,False,34.5412763242,-913.4324433538,-913.4324433538
2025-03-01T09:55:00,AAPL,225.3726915361,5634.3172884013,Sell,-1.3305694280,False,False,False,False,False,NONE,False,-1.3305694280,-914.7630127819,-914.7630127819
2025-03-01T09:56:00,NVDA,1060.8104535560,140026.9798693910,Buy,276.0900614259,False,False,False,False,False,NONE,False,276.0900614259,-638.6729513559,-638.6729513559
2025-03-01T09:57:00,MSFT,223.2450789768,7143.8425272571,Sell,79.4128044137,False,False,False,False,False,NONE,False,79.4128044137,-559.2601469423,-559.2601469423
2025-03-01T09:58:00,GOOG,2913.5575127930,238911.7160490269,Sell,-128.8382989237,False,False,False,False,False,NONE,False,-128.8382989237,-688.0984458660,-688.0984458660
2025-03-01T09:59:00,AMZN,3176.7225865797,247784.3617532170,Sell,2.8606794528,False,False,False,False,False,NONE,False,2.8606794528,-685.2377664132,-685.2377664132
2025-03-01T10:00:00,NVDA,437.3646401448,84411.3755479477,Buy,-88.0358302365,False,False,False,False,False,NONE,False,-88.0358302365,-773.2735966497,-773.2735966497
2025-03-01T10:01:00,AAPL,1569.0006587300,166314.0698253802,Buy,-13.8744035200,False,False,False,False,False,NONE,False,-13.8744035200,-787.1480001697,-787.1480001697
2025-03-01T10:02:00,AAPL,3264.9973223357,617084.4939214415,Sell,-215.3086704017,False,False,False,False,False,NONE,False,-215.3086704017,-1002.4566705714,-1002.4566705714
2025-03-01T10:03:00,TSLA,550.9803191656,11019.6063833123,Sell,44.5666259550,False,False,False,False,False,NONE,False,44.5666259550,-957.8900446164,-957.8900446164
2025-03-01T10:04:00,TSLA,1057.0673877643,78222.9866945572,Buy,-27.5370130079,False,False,False,False,False,NONE,False,-27.5370130079,-985.4270576243,-985.4270576243
2025-03-01T10:05:00,NFLX,1099.7475430957,10997.4754309566,Sell,-6.6826081907,False,False,False,False,False,NONE,False,-6.6826081907,-992.1096658150,-992.1096658150
2025-03-01T10:06:00,MSFT,153.7011770969,18905.2447829181,Sell,276.3924990122,False,False,False,False,False,NONE,False,276.3924990122,-715.7171668028,-715.7171668028
2025-03-01T10:07:00,NVDA,175.1426596805,5954.8504291359,Sell,56.8597217646,False,False,False,False,False,NONE,False,56.8597217646,-658.8574450382,-658.8574450382
2025-03-01T10:08:00,NVDA,3337.1352534360,630718.5628994133,Sell,108.6921392399,False,False,False,False,False,NONE,False,108.6921392399,-550.1653057983,-550.1653057983
2025-03-01T10:09:00,NFLX,2020.2695010026,313141.7726553993,Buy,-121.6401497692,False,False,False,False,False,NONE,False,-121.6401497692,-671.8054555676,-671.8054555676
2025-03-01T10:10:00,GOOG,1107.9367089287,44317.4683571493,Buy,117.1688547587,False,False,False,False,False,NONE,False,117.1688547587,-554.6366008089,-554.6366008089
2025-03-01T10:11:00,GOOG,1356.4275794377,261790.5228314792,Buy,-407.9438121286,False,False,False,False,False,NONE,False,-407.9438121286,-962.5804129375,-962.5804129375
2025-03-01T10:12:00,NFLX,2516.2081045153,319558.4292734474,Sell,272.3853228730,False,False,False,False,False,NONE,False,272.3853228730,-690.1950900645,-690.1950900645
2025-03-01T10:13:00,GOOG,1314.4843522634,43377.9836246935,Sell,41.3459034651,False,False,False,False,False,NONE,False,41.3459034651,-648.8491865994,-648.8491865994
2025-03-01T10:14:00,TSLA,835.7733906718,163811.5845716815,Buy,-496.4300380036,False,False,True,False,False,NONE,False,-496.4300380036,-1145.2792246029,-1145.2792246029
2025-03-01T10:15:00,NVDA,401.3388285193,28495.0568248709,Buy,10.4945355146,False,False,False,False,False,NONE,False,10.4945355146,-1134.7846890884,-1134.7846890884
2025-03-01T10:16:00,NFLX,2564.8188904272,351380.1879885303,Buy,-361.8839334381,False,False,False,False,False,NONE,False,-361.8839334381,-1496.6686225265,-1496.6686225265
2025-03-01T10:17:00,NVDA,672.9493075295,96904.7002842516,Sell,-100.1956155629,False,False,False,False,False,NONE,False,-100.1956155629,-1596.8642380894,-1596.8642380894
2025-03-01T10:18:00,AAPL,290.2865312457,38608.1086556817,Buy,74.5223706370,False,False,False,False,False,NONE,False,74.5223706370,-1522.3418674523,-1522.3418674523
2025-03-01T10:19:00,TSLA,0.0000000000,0.0000000000,Sell,-198.8034879244,False,False,False,False,False,NONE,False,-198.8034879244,-1721.1453553768,-1721.1453553768
2025-03-01T10:20:00,AMZN,186.5198182492,23128.4574628971,Sell,-582.2493675023,False,False,True,False,False,NONE,False,-582.2493675023,-2303.3947228791,-2303.3947228791
2025-03-01T10:21:00,TSLA,3379.2433012830,510265.7384937268,Buy,-38.5816163315,True,False,False,True,False,BIAS,False,0.0000000000,-2303.3947228791,-2303.3947228791
2025-03-01T10:22:00,NFLX,2214.1607381332,95208.9117397275,Buy,18.4518282850,False,False,False,False,False,NONE,False,18.4518282850,-2284.9428945940,-2284.9428945940
2025-03-01T10:23:00,AMZN,576.8039960406,65755.6555486324,Sell,-85.9504101641,False,False,False,False,False,NONE,False,-85.9504101641,-2370.8933047582,-2370.8933047582
2025-03-01T10:24:00,AAPL,644.9665982472,57402.0272439999,Buy,-2.7393233880,False,False,False,False,False,NONE,False,-2.7393233880,-2373.6326281462,-2373.6326281462
2025-03-01T10:25:00,NFLX,2015.9082569413,372943.0275341435,Buy,-66.4574587619,False,False,False,False,False,NONE,False,-66.4574587619,-2440.0900869080,-2440.0900869080
2025-03-01T10:26:00,MSFT,1280.1518628154,229147.1834439545,Sell,-364.3249219552,False,False,False,False,False,NONE,False,-364.3249219552,-2804.4150088633,-2804.4150088633
2025-03-01T10:27:00,NVDA,2721.2202674476,35375.8634768190,Sell,50.6250684263,False,False,False,False,False,NONE,False,50.6250684263,-2753.7899404370,-2753.7899404370
2025-03-01T10:28:00,AAPL,1933.0323753853,247428.1440493136,Sell,81.1488131010,False,False,False,False,False,NONE,False,81.1488131010,-2672.6411273360,-2672.6411273360
2025-03-01T10:29:00,NVDA,1545.0018705610,234840.2843252792,Sell,-129.4522651624,False,False,False,False,False,NONE,False,-129.4522651624,-2802.0933924984,-2802.0933924984
2025-03-01T10:30:00,GOOG,3372.2818558252,468747.1779597010,Sell,-229.2899492312,False,False,False,False,False,NONE,False,-229.2899492312,-3031.3833417296,-3031.3833417296
2025-03-01T10:31:00,MSFT,1398.0152439234,72696.7926840182,Buy,-41.3467031075,False,False,False,False,False,NONE,False,-41.3467031075,-3072.7300448370,-3072.7300448370
2025-03-01T10:32:00,MSFT,1432.1076871008,24345.8306807142,Sell,-12.4086462086,False,False,False,False,False,NONE,False,-12.4086462086,-3085.1386910456,-3085.1386910456
2025-03-01T10:33:00,AAPL,2346.9148526597,387240.9506888542,Sell,12.5904717195,False,False,False,False,False,NONE,False,12.5904717195,-3072.5482193260,-3072.5482193260
2025-03-01T10:34:00,MSFT,2842.7011152215,36955.1144978792,Sell,29.8013618980,False,False,False,False,False,NONE,False,29.8013618980,-3042.7468574281,-3042.7468574281
2025-03-01T10:35:00,AMZN,2210.4417184620,419983.9265077764,Buy,-305.7365422248,False,False,False,False,False,NONE,False,-305.7365422248,-3348.4833996529,-3348.4833996529
2025-03-01T10:36:00,MSFT,2460.2052660878,206657.2423513734,Sell,29.8576417363,False,False,False,False,False,NONE,False,29.8576417363,-3318.6257579166,-3318.6257579166
2025-03-01T10:37:00,NVDA,1336.6139115548,129651.5494208164,Sell,155.1297085641,False,False,False,False,False,NONE,False,155.1297085641,-3163.4960493525,-3163.4960493525
2025-03-01T10:38:00,NVDA,1704.2640858500,180651.9931000996,Sell,-142.8556588138,False,False,False,False,False,NONE,False,-142.8556588138,-3306.3517081664,-3306.3517081664
2025-03-01T10:39:00,NFLX,729.7710483145,70058.0206381895,Buy,-130.4823872458,False,False,False,False,False,NONE,False,-130.4823872458,-3436.8340954122,-3436.8340954122
2025-03-01T10:40:00,NVDA,2396.8503929099,19174.8031432792,Sell,-24.1456785567,False,False,False,False,False,NONE,False,-24.1456785567,-3460.9797739689,-3460.9797739689
2025-03-01T10:41:00,NFLX,814.0091944721,45584.5148904403,Sell,188.2956252344,False,False,False,False,False,NONE,False,188.2956252344,-3272.6841487345,-3272.6841487345
2025-03-01T10:42:00,NVDA,54.3359441086,5650.9381872995,Sell,105.6485150822,False,False,False,False,False,NONE,False,105.6485150822,-3167.0356336523,-3167.0356336523
2025-03-01T10:43:00,AMZN,0.0000000000,0.0000000000,Buy,-94.6831875016,False,False,False,False,False,NONE,False,-94.6831875016,-3261.7188211539,-3261.7188211539
2025-03-01T10:44:00,NFLX,1105.7525821902,218939.0112736617,Buy,-243.0194052831,False,False,False,False,False,NONE,False,-243.0194052831,-3504.7382264370,-3504.7382264370
2025-03-01T10:45:00,TSLA,728.3805465077,32048.7440463391,Buy,-90.7616305252,False,False,False,False,False,NONE,False,-90.7616305252,-3595.4998569622,-3595.4998569622
2025-03-01T10:46:00,GOOG,975.1062218319,183319.9697044022,Buy,59.0697371987,False,False,False,False,False,NONE,False,59.0697371987,-3536.4301197635,-3536.4301197635
2025-03-01T10:47:00,AAPL,1190.0445567843,122574.5893487864,Sell,-70.4830296117,False,False,False,False,False,NONE,False,-70.4830296117,-3606.9131493753,-3606.9131493753
2025-03-01T10:48:00,NVDA,1687.1851712462,188964.7391795743,Sell,-205.4942799336,False,False,False,False,False,NONE,False,-205.4942799336,-3812.4074293088,-3812.4074293088
2025-03-01T10:49:00,MSFT,289.2632650142,48885.4917873928,Buy,-260.8474215257,False,False,False,False,False,NONE,False,-260.8474215257,-4073.2548508345,-4073.2548508345
2025-03-01T10:50:00,NVDA,231.7223889088,34526.6359474120,Buy,216.2638537585,False,False,False,False,False,NONE,False,216.2638537585,-3856.9909970760,-3856.9909970760
2025-03-01T10:51:00,MSFT,1060.5421411064,44542.7699264667,Sell,-32.0405127870,False,False,False,False,False,NONE,False,-32.0405127870,-3889.0315098630,-3889.0315098630
2025-03-01T10:52:00,GOOG,1070.3931526300,168051.7249629070,Sell,-385.6091168849,False,False,False,False,False,NONE,False,-385.6091168849,-4274.6406267479,-4274.6406267479
2025-03-01T10:53:00,GOOG,455.8794859591,87984.7407901084,Buy,24.9662217418,False,False,False,False,False,NONE,False,24.9662217418,-4249.6744050060,-4249.6744050060
2025-03-01T10:54:00,GOOG,1446.5310004058,209746.9950588472,Buy,-199.0102041285,False,False,False,False,False,NONE,False,-199.0102041285,-4448.6846091345,-4448.6846091345
2025-03-01T10:55:00,MSFT,1029.8989052996,30896.9671589880,Buy,38.7643490587,False,False,False,False,False,NONE,False,38.7643490587,-4409.9202600758,-4409.9202600758
2025-03-01T10:56:00,NVDA,139.8916571430,3637.1830857178,Buy,78.3609778905,False,False,False,False,False,NONE,False,78.3609778905,-4331.5592821853,-4331.5592821853
2025-03-01T10:57:00,GOOG,3105.7366924528,562138.3413339626,Sell,-701.3561662237,False,False,True,False,False,NONE,False,-701.3561662237,-5032.9154484090,-5032.9154484090
2025-03-01T10:58:00,AMZN,3106.7656122504,388345.7015312983,Buy,-176.7351971779,False,False,False,False,False,NONE,False,-176.7351971779,-5209.6506455869,-5209.6506455869
2025-03-01T10:59:00,NFLX,771.6787725515,14661.8966784782,Buy,5.2636250519,False,False,False,False,False,NONE,False,5.2636250519,-5204.3870205350,-5204.3870205350
2025-03-01T11:00:00,MSFT,611.9091871670,32431.1869198510,Sell,-8.1039905090,False,False,False,False,False,NONE,False,-8.1039905090,-5212.4910110440,-5212.4910110440
2025-03-01T11:01:00,MSFT,1938.1600369971,164743.6031447524,Sell,212.8146924228,False,False,False,False,False,NONE,False,212.8146924228,-4999.6763186211,-4999.6763186211
2025-03-01T11:02:00,NVDA,2226.0995852859,37843.6929498609,Sell,-0.6562501603,False,False,False,False,False,NONE,False,-0.6562501603,-5000.3325687814,-5000.3325687814
2025-03-01T11:03:00,MSFT,3353.5218231924,583512.7972354779,Sell,71.1136016527,False,False,False,False,False,NONE,False,71.1136016527,-4929.2189671287,-4929.2189671287
2025-03-01T11:04:00,MSFT,1351.8521754074,140592.6262423647,Sell,89.6125922670,False,False,False,False,False,NONE,False,89.6125922670,-4839.6063748617,-4839.6063748617
2025-03-01T11:05:00,GOOG,2182.7911828827,395085.2041017735,Buy,-246.4652706271,False,False,False,False,False,NONE,False,-246.4652706271,-5086.0716454887,-5086.0716454887
2025-03-01T11:06:00,NVDA,3079.7246080249,323371.0838426111,Buy,108.1913692475,False,False,False,False,False,NONE,False,108.1913692475,-4977.8802762413,-4977.8802762412
2025-03-01T11:07:00,GOOG,1602.3405609439,166643.4183381690,Buy,84.3596586490,False,False,False,False,False,NONE,False,84.3596586490,-4893.5206175923,-4893.5206175923
2025-03-01T11:08:00,NFLX,472.0928414928,90641.8255666128,Sell,39.6266634572,False,False,False,False,False,NONE,False,39.6266634572,-4853.8939541351,-4853.8939541351
2025-03-01T11:09:00,NFLX,1352.1931361134,233929.4125476201,Buy,-663.5462055223,False,False,True,False,False,NONE,False,-663.5462055223,-5517.4401596574,-5517.4401596574
2025-03-01T11:10:00,GOOG,521.1558971264,92244.5937913704,Sell,-269.3949430181,False,False,False,False,False,NONE,False,-269.3949430181,-5786.8351026755,-5786.8351026755
2025-03-01T11:11:00,NFLX,107.4061514967,15788.7042700191,Buy,54.6029754383,False,False,False,False,False,NONE,False,54.6029754383,-5732.2321272371,-5732.2321272371
2025-03-01T11:12:00,,2642.8580444041,327714.3975061134,Buy,-23.5901753230,False,False,False,False,False,NONE,False,-23.5901753230,-5755.8223025601,-5755.8223025601
2025-03-01T11:13:00,AAPL,872.5617667090,173639.7915750864,Sell,298.0955326152,False,False,False,False,False,NONE,False,298.0955326152,-5457.7267699449,-5457.7267699449
2025-03-01T11:14:00,GOOG,56.9243081445,4610.8689597013,Sell,122.6299089577,False,False,False,False,False,NONE,False,122.6299089577,-5335.0968609872,-5335.0968609872
2025-03-01T11:15:00,AMZN,3059.8916334963,590559.0852647764,Buy,133.0121369163,False,False,False,False,False,NONE,False,133.0121369163,-5202.0847240709,-5202.0847240709
2025-03-01T11:16:00,AMZN,1581.0714927936,58499.6452333641,Buy,56.0274823162,False,False,False,False,False,NONE,False,56.0274823162,-5146.0572417547,-5146.0572417547
2025-03-01T11:17:00,MSFT,874.0665847346,105762.0567528899,Buy,121.0227632788,False,False,False,False,False,NONE,False,121.0227632788,-5025.0344784759,-5025.0344784759
2025-03-01T11:18:00,NFLX,956.6254046262,0.0000000000,Buy,-73.6819648581,False,False,False,False,False,NONE,False,-73.6819648581,-5098.7164433340,-5098.7164433340
2025-03-01T11:19:00,AMZN,879.8557319024,135497.7827129732,Buy,-1.7944408968,False,False,False,False,False,NONE,False,-1.7944408968,-5100.5108842308,-5100.5108842308
2025-03-01T11:20:00,MSFT,721.2187561030,93758.4382933885,Sell,-285.7028231701,False,False,False,False,False,NONE,False,-285.7028231701,-5386.2137074008,-5386.2137074008
2025-03-01T11:21:00,AAPL,2952.2304747813,174181.5980120981,Sell,176.2205032477,False,False,False,False,False,NONE,False,176.2205032477,-5209.9932041532,-5209.9932041532
2025-03-01T11:22:00,NVDA,637.6441385760,75242.0083519739,Sell,-296.0543267628,False,False,False,False,False,NONE,False,-296.0543267628,-5506.0475309160,-5506.0475309160
2025-03-01T11:23:00,NVDA,1988.3986593839,264457.0216980621,Sell,-554.3738475826,False,False,True,False,False,NONE,False,-554.3738475826,-6060.4213784986,-6060.4213784986
2025-03-01T11:24:00,NVDA,316.7548441190,11719.9292324047,Buy,156.9291864555,False,False,False,False,False,NONE,False,156.9291864555,-5903.4921920431,-5903.4921920431
2025-03-01T11:25:00,AMZN,3325.8487478162,103101.3111823013,Buy,-5.7569647499,False,False,False,False,False,NONE,False,-5.7569647499,-5909.2491567930,-5909.2491567930
2025-03-01T11:26:00,AAPL,2131.4329703384,211011.8640635046,Sell,177.1614061519,False,False,False,False,False,NONE,False,177.1614061519,-5732.0877506411,-5732.0877506411
2025-03-01T11:27:00,AMZN,3165.8761636479,297592.3593829037,Buy,137.7925765802,False,False,False,False,False,NONE,False,137.7925765802,-5594.2951740609,-5594.2951740609
2025-03-01T11:28:00,NFLX,1422.6783391905,250391.3876975207,Sell,367.9801700071,False,False,False,False,False,NONE,False,367.9801700071,-5226.3150040538,-5226.3150040538
2025-03-01T11:29:00,AMZN,2846.8185958303,17080.9115749819,Buy,7.0936001562,False,False,False,False,False,NONE,False,7.0936001562,-5219.2214038976,-5219.2214038976
2025-03-01T11:30:00,AAPL,2995.1079541001,44926.6193115019,Buy,17.9215026969,False,False,False,False,False,NONE,False,17.9215026969,-5201.2999012007,-5201.2999012007
2025-03-01T11:31:00,AAPL,2475.1750545664,353950.0328029968,Buy,-669.2418236796,False,False,True,False,False,NONE,False,-669.2418236796,-5870.5417248803,-5870.5417248803
2025-03-01T11:32:00,NFLX,370.6687592653,70056.3955011392,Sell,-364.2482304994,False,False,False,False,False,NONE,False,-364.2482304994,-6234.7899553797,-6234.7899553797
2025-03-01T11:33:00,AAPL,105.4762981004,1687.6207696060,Sell,-84.0911038166,False,False,False,False,False,NONE,False,-84.0911038166,-6318.8810591963,-6318.8810591963
2025-03-01T11:34:00,AAPL,631.5308685940,12630.6173718793,Sell,-32.7968320070,False,False,False,False,False,NONE,False,-32.7968320070,-6351.6778912033,-6351.6778912033
2025-03-01T11:35:00,NVDA,457.4338115350,35222.4034881981,Sell,-82.0895306764,False,False,False,False,False,NONE,False,-82.0895306764,-6433.7674218797,-6433.7674218797
2025-03-01T11:36:00,NFLX,2551.7249414895,112275.8974255363,Buy,-10.2589383846,False,False,False,False,False,NONE,False,-10.2589383846,-6444.0263602644,-6444.0263602644
2025-03-01T11:37:00,TSLA,1971.6735313782,335184.5003342995,Buy,-322.2291621612,False,False,False,False,False,NONE,False,-322.2291621612,-6766.2555224255,-6766.2555224255
2025-03-01T11:38:00,TSLA,1864.5304826823,85768.4022033876,Buy,-32.4233421442,False,False,False,False,False,NONE,False,-32.4233421442,-6798.6788645697,-6798.6788645697
2025-03-01T11:39:00,AAPL,922.3921861321,87627.2576825481,Buy,-98.3994424701,False,False,False,False,False,NONE,False,-98.3994424701,-6897.0783070398,-6897.0783070398
2025-03-01T11:40:00,TSLA,583.3960017428,94510.1522823326,Sell,111.9142299001,False,False,False,False,False,NONE,False,111.9142299001,-6785.1640771397,-6785.1640771397
2025-03-01T11:41:00,TSLA,762.5904957027,48805.7917249722,Buy,97.1680692774,False,False,False,False,False,NONE,False,97.1680692774,-6687.9960078623,-6687.9960078623
2025-03-01T11:42:00,AAPL,1430.9556755800,224660.0410660532,Buy,67.2611882142,False,False,False,False,False,NONE,False,67.2611882142,-6620.7348196480,-6620.7348196480
2025-03-01T11:43:00,TSLA,2603.4940633253,341057.7222956127,Buy,165.1414407240,False,False,False,False,False,NONE,False,165.1414407240,-6455.5933789240,-6455.5933789240
2025-03-01T11:44:00,AMZN,928.0823270508,8352.7409434574,Sell,3.4351178854,False,False,False,False,False,NONE,False,3.4351178854,-6452.1582610386,-6452.1582610386
2025-03-01T11:45:00,MSFT,2460.2148543426,376412.8727144154,Sell,363.2228165227,False,False,False,False,False,NONE,False,363.2228165227,-6088.9354445159,-6088.9354445159
2025-03-01T11:46:00,NFLX,1745.7157803967,73320.0627766618,Sell,156.5883395109,False,False,False,False,False,NONE,False,156.5883395109,-5932.3471050050,-5932.3471050050
2025-03-01T11:47:00,MSFT,3104.7709273622,540230.1413610290,Buy,-851.2978466106,False,False,True,False,False,NONE,False,-851.2978466106,-6783.6449516156,-6783.6449516156
2025-03-01T11:48:00,AAPL,853.5552350672,62309.5321599031,Sell,165.4478887932,False,False,False,False,False,NONE,False,165.4478887932,-6618.1970628224,-6618.1970628224
2025-03-01T11:49:00,NVDA,1605.4555550308,134858.2666225831,Buy,-216.6529301340,False,False,False,False,False,NONE,False,-216.6529301340,-6834.8499929565,-6834.8499929565
2025-03-01T11:50:00,NFLX,383.4934467216,22626.1133565723,Buy,21.9242378452,False,False,False,False,False,NONE,False,21.9242378452,-6812.9257551113,-6812.9257551113
2025-03-01T11:51:00,AAPL,1206.2783420470,25331.8451829871,Buy,10.9769198068,False,False,False,False,False,NONE,False,10.9769198068,-6801.9488353044,-6801.9488353044
2025-03-01T11:52:00,NVDA,1798.7375319111,269810.6297866651,Sell,182.5308376405,False,False,False,False,False,NONE,False,182.5308376405,-6619.4179976639,-6619.4179976639
2025-03-01T11:53:00,MSFT,2577.9537394585,404738.7370949819,Sell,-15.9937266892,False,False,False,False,False,NONE,False,-15.9937266892,-6635.4117243531,-6635.4117243531
2025-03-01T11:54:00,AAPL,733.3660642023,46202.0620447436,Buy,-0.6149737758,False,False,False,False,False,NONE,False,-0.6149737758,-6636.0266981290,-6636.0266981290
2025-03-01T11:55:00,NFLX,802.4178430023,58576.5025391684,Buy,50.1358785463,False,False,False,False,False,NONE,False,50.1358785463,-6585.8908195826,-6585.8908195826
2025-03-01T11:56:00,NFLX,2228.9435497976,135965.5565376548,Sell,-42.2293030889,False,False,False,False,False,NONE,False,-42.2293030889,-6628.1201226715,-6628.1201226715
2025-03-01T11:57:00,GOOG,1369.4793529174,87646.6785867120,Sell,-243.1302722084,False,False,False,False,False,NONE,False,-243.1302722084,-6871.2503948799,-6871.2503948799
2025-03-01T11:58:00,AMZN,1713.2272919516,118212.6831446604,Sell,-0.2420043737,False,False,False,False,False,NONE,False,-0.2420043737,-6871.4923992536,-6871.4923992536
2025-03-01T11:59:00,TSLA,2934.6652972867,493023.7699441581,Buy,-251.6064182355,False,False,False,False,False,NONE,False,-251.6064182355,-7123.0988174891,-7123.0988174891
2025-03-01T12:00:00,NVDA,1771.8373886726,228567.0231387669,Buy,-215.2451895507,False,False,False,False,False,NONE,False,-215.2451895507,-7338.3440070399,-7338.3440070399
2025-03-01T12:01:00,GOOG,2301.1228631016,243919.0234887738,Buy,-197.4923375124,False,False,False,False,False,NONE,False,-197.4923375124,-7535.8363445522,-7535.8363445522
2025-03-01T12:02:00,TSLA,2315.8738937269,150531.8030922488,Sell,-256.2629821839,False,False,False,False,False,NONE,False,-256.2629821839,-7792.0993267361,-7792.0993267361
2025-03-01T12:03:00,TSLA,2822.4612031983,344340.2667901881,Sell,-97.5198360590,False,False,False,False,False,NONE,False,-97.5198360590,-7889.6191627951,-7889.6191627951
2025-03-01T12:04:00,AAPL,2251.5812352940,139598.0365882301,Sell,0.0989853129,False,False,False,False,False,NONE,False,0.0989853129,-7889.5201774822,-7889.5201774822
2025-03-01T12:05:00,TSLA,273.5938985058,49794.0895280603,Buy,279.5557890146,False,False,False,False,False,NONE,False,279.5557890146,-7609.9643884676,-7609.9643884676
2025-03-01T12:06:00,AMZN,1230.4967902696,126741.1693977686,Buy,-121.6901379179,False,False,False,False,False,NONE,False,-121.6901379179,-7731.6545263855,-7731.6545263855
2025-03-01T12:07:00,NFLX,3463.1408331068,207788.4499864065,Sell,189.3019381989,False,False,False,False,False,NONE,False,189.3019381989,-7542.3525881866,-7542.3525881866
2025-03-01T12:08:00,GOOG,727.9604963873,33486.1828338167,Buy,53.7056981168,False,False,False,False,False,NONE,False,53.7056981168,-7488.6468900698,-7488.6468900698
2025-03-01T12:09:00,TSLA,2074.2153205307,10371.0766026534,Sell,-11.2108595876,False,False,False,False,False,NONE,False,-11.2108595876,-7499.8577496574,-7499.8577496574
